fast,slow,train_sharpe_mean,train_sharpe_med,train_return_mean,test_sharpe_mean,test_sharpe_med,test_return_mean,n_sectors_train,n_sectors_test
55,160,-0.045827805388333386,-0.02923479300964128,9.647944883836724,0.22674265730780288,0.399542129822496,38.977082671119,33,31
55,170,-0.027455396358305354,0.032038094619706275,21.5965596627372,0.2350394512182875,0.3959213053032206,36.994657129037,33,29
55,180,-0.02295740790858164,0.05928780741770133,18.910314898048664,0.18424604076813347,0.4087825241306204,35.3310171427291,33,29
55,190,-0.004516415901033212,0.03569542484002931,22.866543511349178,0.22063372486617241,0.4802942567232991,36.34002620086182,33,28
55,200,-0.02194525167798721,0.035576185881820904,21.920998939807745,0.1762617783952214,0.4482230050162167,32.264485579817304,33,26
60,70,-0.046494407745913,-0.06519822726236782,-6.562528428490027,0.2789789372441198,0.36980633596622753,34.3205050993792,33,33
60,80,-0.001158961537491126,0.059579610977480706,19.989326694151792,0.24719257774123415,0.31546857068438827,30.48355993244061,33,33
60,90,0.02174034969761368,0.10260880726940913,8.750494346709516,0.2715089896014726,0.3363338849856186,35.77912316859698,33,33
60,100,-0.034302262459512275,0.04012347210246266,-8.164842776745985,0.22337295599713566,0.4209283635083219,25.088436006188786,33,33
60,110,-0.03349937022554945,0.08233168208770589,5.443223235075792,0.22597058244476806,0.44264403753636355,25.848680450478636,33,33
60,120,-0.02585404924594923,0.02470161627248065,6.1118231001831465,0.22971830437930896,0.4243325227257162,29.990831674695727,33,33
60,130,-0.03577724264774829,-0.013766291435311119,-2.4977825557105797,0.2958636338756564,0.45722889538439226,31.820801303032155,33,33
60,140,-0.025927142009977932,0.008061819153400188,5.2625111353715734,0.28036665106125236,0.46123796622083313,32.890132095949376,33,32
60,150,-0.04718435221353207,-0.028763133475112126,9.745119643754206,0.2387719669806746,0.38280076013736425,34.77370066706076,33,31
60,160,-0.03354134655178496,-0.004891970767621049,13.509362768789043,0.25536593606884034,0.4814814820312409,38.91964127847915,33,31
60,170,-0.023415036339947046,0.044881972270607313,24.741973417561418,0.1470533470800302,0.35515461673661697,28.99196012974606,33,29
60,180,-0.023640151726806412,0.004648353574486856,21.34994067951434,0.1597418555661169,0.24049260814766146,28.419091601517614,33,29
60,190,-0.015393988531675099,0.02461484548104505,27.24703024858044,0.19407015863545088,0.3929415591468679,31.229648312207228,33,28
60,200,-0.01607687352492399,0.05739537447255608,18.948994993532548,0.15713239741585772,0.25177746481993546,26.510617216122505,33,27
