ticker,company_name,sector,best_variant,theme_text_regenerated
2198.T,アイ・ケイ・ケイホールディングス,サービス業,theme_bodyleft,"ー 7 4 仕 0 【 株 式 】 & 四 9 【 株 主 町 閉 .4 〉 庸 10. 1 阪 エ ム ・ ケ イ ・ パ ー ト ナ ー ズ ( 13 り な 3 肥 . 4 ー → 一 > 而 子 和 斗 志 幻 4 ー 4 ー → 1 , 4 阜 ー → い 一 己 資 本 9 , 自 引 枩 15. 東 P 高 安 ー 4 幻 7 引 ( 9 5 3 1 【 指 標 等 】 く 10 〉 金 子 時 高 安 日 ・ ROE 14 予 に 本 マ ス タ 8 7 221ROA 予 7 ー 払 賀 銀 行 8 78 4 調 ー 株 益 7 749 1 最 純 益 ( 」 の 1 , く 信 〉 第 ・ 定 . 設 備 1 予 1 4 日 川 0 【 臂 嶮 念 子 斗 志 ・ 、 年 凵 双 5 年 満 0"
2266.T,六甲バター,食料品,theme_bodyleft,"ー 5 冊 .3 公 2 側 カ : 仇 1 ー → 1. 35 ー 7 【 株 式 】 & 幻 4 【 株 ド ) 7 1 名 く な 肥 〉 庸 東 P 2 1 高 安 比 0 、 0 ー ー 00 住 ( 読 銀 行 ~ 、 0 ー 恥 気 9 貶 ー 響 「 7 : エ ム エ ス テ ィ 保 険 サ ー ビ ス 15 1 高 師 安 呂 ・ 2 材 1 加 14 1 石 材 43 .4 第 △ ・ 、 年 、 ( 5 年 満 4 S) 【 指 標 等 】 4 な 肥 〉 ROE 13 な 今 津 韻 益 ( 肥 ) 3 , 431 設 備 4 予 2245 予 2 , 梺 1 3 等 宏 和"
2296.T,伊藤ハム米久ホールディングス,食料品,theme_bodyleft,"ー 5 4.8 【 株 式 】 & 574 飛 【 株 ド 1 3 , 名 閉 コ 〉 庸 1 靨 衄 ] 三 菱 商 事 燔 2 ー 7 Ⅱ 己 資 本 第 例 5 工 ス 企 肉 、 れ 4 5 1 7 時 一 1 【 指 標 等 】 く 4 ・ 3 〉 一 本 生 命 保 険 高 安 呂 ROE ー ー 藤 2 4 幻 ROA 新 な 製 従 挈 員 持 会 和 S4 9 41 ー 調 整 ー 株 益 幻 よ く 4 ユ ー 最 高 ( 幻 .3 ) , ー く 信 〉 4.0 、 ・ 定 ・ 00 ( 0 年 満 ) 0 00 臼 【 役 に ( 下 功 藤 功"
3649.T,ファインデックス,情報・通信業,theme_wide,"ⅱ . 4 14. ー . 4 24 ー OA) 【 株 式 】 , 俐 【 株 ド ー 名 く な 貶 相 魔 大 ー 新 日 本 マ ス タ 日 資 本 5 7 み ほ 信 行 有 価 彡 行 有 価 彡 4 務 ) く 2 3 〉 市 み ー ほ 信 ー 【 指 標 等 】 く ー わ 愛 媛 銀 行 龕 安 統 日 ・ ROE な を , 、 ン ク ・ オ プ ・ = 24 3 ー ー ROA ー メ ロ ン 14 儺"
3075.T,銚子丸,小売業,theme_bodyleft,"ー 7 .4 △ ロ 1 1 阪 ] 鬮 オ ー ル ・ エ ム 2 【 株 式 】 & 14 8 【 株 ド ) 7 , 7 名 く な Ⅱ 〉 庸 8.11 → 1 & 11 阜 引 Ⅱ 己 資 本 8 , 長 社 Ⅱ ー 己 株 ロ ) 制 新 1 襯 0 川 響 「 9 ' G 証 券 4 ( 02 ) 1 【 指 標 等 】 4 5 〉 BNYM ・ BNYGCM ク ラ イ ア 高 安 呂 ・ ROE & 予 12 ン ト M ・ LSCBRD 2 ( 0.1) 2 幻 7 ROA 4. 予 BNY ロ ン GCM ク ラ イ ア 幻 76 1 調 ー 株 益 4 仇 川 ン M ・ ILMFE 2 ( 0.1) 4 1 2 71 最 純 益 ( .5 ) 1 , 7 く 外 国 > 1. 脇 く 浮 動 株 〉 、 戸 年 、 ( 0 年 満 、 ) ー : ・ = 投 信 = 0 、 聳 定 株 0 ~"
1867.T,植木組,建設業,theme_bodyleft,"17.1 幻 . 4 東 S 73 、 2 1 6 お 3 & 9 ー 0 → 1 阜 ・ Ⅱ 己 資 本 : 7 第 p ヒ 越 銀 行 4. 舸 → 幻 9 16 , 第 四 ジ ェ ー シ ー ビ ー カ ー ド ( よ の 18 幻 15 4 17 ー 7 & 7 【 指 標 等 】 。 い 会 ド 高 安 呂 ・ ROE 7. Ⅱ 社 2 1N1 17 石 調 株 益 行 1 材 ー 1 最 益 ( 幻 コ ) 1 , 8 行 く 信 〉 齠 第 ・ 定 3.7 、 戸 年 、 ( 0 年 高 ~ 、 ) 00 【 員 木 を 明 盟 下"
2060.T,フィード・ワン,食料品,theme_bodyleft,"1 ↓ 1 1 東 P 恠 3 & 7 ー 7 9.5 5 【 株 式 】 & 4 行 【 株 1 10 , 名 閉 コ 〉 庸 珥 1 ] 三 井 物 高 安 比 、 0 、 云 ー 、 ・ = 、 0 ー ← "" 00 ・ ← 1 【 指 標 等 】 く 4 ・ 3 〉 横 浜 銀 行 2 刈 高 安 日 ・ ROE ョ ン キ ュ ウ 2 ー 一 ROA - な く 円 〉 ・ 勳 橆 ハ 1 卿 3 1 ⅸ 益 ( 幻 3 5 , 一 一 時 一 911"
3355.T,クリヤマホールディングス,卸売業,theme_bodyleft,"ー 7 1 2 1 ( 4 り 9.4 本 比 一 日 本 カ ス ト デ 」 Ⅱ 己 資 本 引 : 8 ク リ エ イ 合 栂 「 い 1 一 生 3 〉 而 N 0 K い 1 【 株 式 】 & , 飛 【 株 1 向 名 く な 肥 〉 庸 7 ・ 菱 UFJ 銀 行 77 聞 物 「 焔 謎 を 14 1 【 指 標 等 】 く 肥 〉 タ イ ガ ー ス ポ リ マ ー ( に ) 高 安 日 ・ 14 1 幻 6 1 幻 2 ・ 、 年 & い ( 5 年 満 7 ROE 1 住 予 7 ・ く 円 > ー : 勳 橆 95 、 調 株 益 韻 益 ( 2 凵 2 ) 3 , 柵 い 墨 黔"
2498.T,オリエンタルコンサルタンツホールディングス,サービス業,theme_wide,位 1 【 株 式 】 俐 【 株 ド 乢 7 名 く ① 自 社 社 員 特 株 会 一 加 パ シ ン イ ッ ク コ ン サ ル 務 ) く 2 3 〉 市 ッ グ ル ー 飛 資 本 加 オ リ エ ン タ ル 白 イ i 翦 ・ 安 き 比 事 リ 「 銀 行 8 7 8 有 4 大 24 ー 4 ー 【 指 標 等 】 の 明 ⅲ 生 命 14 龕 安 統 日 ・ ROE な 第 - 生 命 保 険 14 24 3 ー ROA 45 ー ー く 外 〉 7 く 瀞 5 $
3096.T,オーシャンシステム,小売業,theme_bodyleft,"ー 7 24 97 仕 6 f0-9 1 住 11 2 料 【 株 式 】 & 10 認 【 株 1 均 珥 4 名 閉 コ 〉 庸 ー 1 阪 ひ ぐ ち 幻 ー く 齠 〉 社 ( 自 「 1 ) 1 引 な ー 1 幻 8 第 銀 行 Ⅱ 己 資 本 10 , 5 樋 口 明 5 ( 側 ) Ⅱ 3 1 例 4 1 【 指 標 等 】 く 4 ・ 3 〉 日 K y 9 物 「 齠 は ロ Ⅱ 高 安 呂 ・ ROE な 予 113 く 円 > 13 ー : 勳 橆 ム 11 1 1) 1 調 ー 株 益 11 加 韻 益 ( 幻 3 1 7 【 役 員 】 社 歴 ロ 勝 人 ト 野 戸 年 0 、 ( 0 年 満 005 、 一 . ・ 譬 平 知 髪 日 史 41 谷 川 """
3036.T,アルコニックス,卸売業,theme_wide,"幻 」 2 8 東 24 ー :-ÆG5h OA 出 島 14 8 24 3 14% ー 幻 【 株 式 】 2 俐 【 株 ド 酩 コ 語 日 ー ト デ 日 一 % 務 ) く 2 3 〉 市 Ⅱ ン イ デ リ テ ィ 凵 ー ー ー ス ド ス ト ッ 4F 一 き 比 事 神 戸 所 す ほ 1 ー 【 指 標 等 】 〉 こ 菱 U 月 銀 行 ROE ー リ ン ア ン ド ー ク ラ イ ROA ー ト ・ ア カ ウ ン ト 安 3,101"
3010.T,ポラリス・ホールディングス,サービス業,theme_bodyleft,"ー 7 2 0 査 【 株 式 】 & 1 幻 3 認 【 株 ド 1 物 10 , 叨 名 閉 コ 〉 21.11 ー 諸 カ 9 , 1 1 阪 ス タ ー ・ ア ジ ア ・ オ ポ チ ュ ニ テ ィ 旧 & 7 ( I) 1 生 3 〉 而 チ = ー ス ( 凵 ン ド ン ) ス ペ シ ャ ル ・ Ⅱ 己 資 本 6 , F. マ ク リ ー ン Ⅳ 幻 4 1. 1 本 比 増 山 太 郎 幻 4 ( の M ク ラ イ ノ ・ ン ト セ キ 、 6 ト 幻 8 157 1 【 指 標 等 】 く 4.3 〉 楽 天 証 券 盟 ( o.3) 高 安 日 ・ ROE 確 ー 程 1 ー JP モ ル ガ ン ・ セ キ ュ リ テ ィ 2 ー 1 ROA 14. 予 ー ズ 2 ム ? 218 調 ー 株 益 4 円 三 星 義 明 02 ー 韻 益 ( 幻 3 3 , 四 7 BNP'K リ バ ( NY ) プ ラ イ ム B ノ ス ス"
3421.T,稲葉製作所,金属製品,theme_bodyleft,"ー 7 .11 2 料 27 分 1 → 1. 180(hl 1 → 1 高 値 四 35 【 株 式 】 & 17 , 02 【 株 主 1 名 閉 .1> 第 1 阪 イ ナ バ ホ ー ル デ ィ ン グ ス 4 羽 3 0 一 〉 日 本 マ ス タ イ ロ 81 4. 1 , 阜 Ⅱ 己 資 本 433 橆 52 よ 0 ム 9 ま 比 本 千 恵 47 2 ・ 持 株 会 47 2 17 叫 1 1 物 「 41 理 6 0 り そ な 銀 行 24 1 ー 14 【 指 標 等 】 く わ 葉 常 雄 23 問 安 師 呂 ・ ・ ROE 4 第 命 保 険 1458 ー ROA 秘 く 国 メ 、 勳 2 、 1 4 ⅸ 益 ( 01 の 3 , 【 、 葉 、 、 版 郎 徐 17 華 資 1 , 例 8 な 明 ( ド 伯 期 和 杉 山 ・ 、 年 27 双 5 年 前 3.4S)"
3236.T,プロパスト,不動産業,theme_bodyleft,"ー 5 7 舸 → ー 7 幻 .8 0 1 よ 1 .11 【 株 式 】 & 147 【 株 主 丿 7 , 4 例 名 く な Ⅱ 〉 庸 00 ・ 新 00 ( 自 株 0 、 ) 、 0 ノ / ケ ン グ ル ー プ 第 4 1 , 間 1 ジ ュ ポ ン イ ン タ ー ナ シ ョ ( ー 2 ) 本 比 ) リ ー ス サ ー ビ ス ー 8 6 を 田 八 ま 資 0 ( 8 ー 「 16 , 2 JP モ ル ガ ン 券 高 安 日 ・ 2 4 ー 191 ・ 、 年 1 5 年 満 25D 最 高 01.5 ) 幻 39 , チ 0 慧 灘 靨 翩 倉"
2768.T,双日,卸売業,theme_bodyleft,"ー 5 2. 1 → ー 東 s ー 7 幻 , 网 日 日 知 広 Ⅱ 3 本 比 凵 ー ! ド マ ス タ ヨ 読 日 1 行 い Ⅱ 己 資 本 1 引 , RDISGFEAC 1 ( ) 1 ↓ 3 〉 而 日 本 証 券 全 融 ー よ 51 2 料 SBIHLI) コ 爾 尽 既 製 行 51 1 1 【 株 式 】 & 1 , 7 【 株 印 , 閉 コ 〉 庸 ー 余 全 1 48 山 見 1 0 ー 5 れ 川 3 賻 0 号 行 ー モ ル ガ ン ・ ス タ ン レ ー ・ ア ン 2 1 囲 1 1 わ 身 金 4 四 ド ・ カ ン , <-z ー ( ) 高 安 呂 ・ ・ 不 き 権 9 四 BNP'K リ バ ( L 。 、 ) & 2 幻 囀 国 人 ・ .7 国 : 74 5 年 前 一 ) 、 , く ~ 3 〉 日 本 カ ス ト デ ィ 信 龜 1 圏 0 」 ROE 175 ー & く 外 国 > & 0 、 く 浮 動 株 〉 9.7 、 ROA 予 住 く 0 筏 、 ド ' 行 、 調 整 ー 株 益"
2408.T,ＫＧ情報,サービス業,theme_wide,"8 24 ー (OA) 例 → ー 島 【 株 式 】 7 , 俐 【 株 ド 243 名 く な 貶 B)OIIANA 資 本 5 ー 社 社 ⅱ 時 株 会 安 0 イ ン タ ラ ク テ イ プ プ 7 ー ー 【 指 標 等 】 く ー わ ー ズ 龕 安 統 日 ・ ROE ー 脇 伊 銀 行 24 3 7 ROA ー く 外 〉 4.2 く 瀞"
1812.T,鹿島建設,建設業,theme_bodyleft,"幟 0 0 11 1 & 1 東 P 2 1 ー 5 第 : 仇 7 9 ロ 3 加 .6 ー 7 【 株 式 】 & 5 , 6 飛 【 株 2 , 1 名 閉 ① 庸 1 , 731 1 731 阜 ・ 1 340 Ⅱ 己 資 本 1 叩 鹿 島 公 子 第 4 四 一 0 響 「 三 ) 日 を 友 銀 行 石 2 1.4 似 1 【 指 標 等 】 く 4 ・ 3 〉 鹿 島 学 振 興 7 四 ロ 高 安 呂 ・ ROE 1 住 予 & ハ JP モ ル ガ ン 誕 2 ↓ 4 ROA ハ 予 大 正 製 薬 Ⅱ LD 6 一 幻 42 1 7 整 ー 忘 ) 1 % , 行 8 ぐ 信 月 第 ・ 疋 ・ 仏 5 、 戸 年 00 、 年 ふ 囈 ー 爨 冪 越 : 墅 味 至 ・ 供 仄 野"
1801.T,大成建設,建設業,theme_bodyleft,"ー 7 【 株 式 】 & ー 7 【 株 第 川 酩 閉 コ 〉 庸 117 , 1 2 , , 1 / ー ザ ン ・ ラ ス 安 比 、 0 云 ー 、 ・ = 、 0 ー ← ・ , 00 ・ ← 亠 長 , , リ 毎 当 課 恥 ム 3 【 指 標 等 】 く 4 ・ 3 〉 込 ン シ ョ 3 ) 2 1 ー 東 P 高 17.1 曇 5-- 10. 4 1 日 例 、 7 ・ 減 編 明 安 川 1 : 命 保 険 然 4 ( 15 ) 設 備 1 盟 ー 側 石 11 1 ー 忘 ) ー % , 7 咫 舎 ほ 銀 ) 5 ( ー 5 ) 2 44 恥 2 ー ROA 1 ー 予 2 ー テ ィ ー 3 ( の 高 師 安 呂 ・ ・ ROE 4 予 7 ・ ス テ ー ト ス ト リ ー ト B ウ 工 ス ト リ"
3420.T,ケー・エフ・シー,金属製品,theme_bodyleft,"3 ー 7 住 5 値 0 .11 ー 諸 7. カ ( 明 り 1 → 1 . 8 97 ~ 【 株 式 】 & 爲 【 株 1 い 名 く 幻 コ 〉 庸 1 IO.G 石 ー 5 1 ー 齠 〉 而 Ⅲ 取 株 会 Ⅱ 己 資 本 : 例 5 —&UF! 行 信 国 17 四 ム 3 1 引 Ⅱ ー 響 「 1821 エ ム エ ス テ ィ 保 険 サ ー ビ ス 4 ー 1 【 指 標 等 】 く 4 ・ 3 〉 日 本 カ ス ト デ 信 出 」 肥 2 1 ・ 2 ー 鼠 14 ROA 4 ・ く 円 > ー 勳 橆 0 側 1431 1 調 株 益 14 1 韻 益 ( 21 ① 2 , 1 戸 年 誌 、 ( 0 年 満 、 0 ) チ 0 リ t) 高 太 レ li 川"
2323.T,ｆｏｎｆｕｎ,情報・通信業,theme_bodyleft,"ー 7 1 丘 1 1 1 幻 . 1 △ & 3 ー 諸 ー 諸 引 力 △ 70 Ⅱ 己 資 本 7 買 川 正 1 ( 1 , 制 E G ー 14.9 く 肥 3 > 而 シ ン 幻 新 客 り コ 当 瞿 1 【 株 式 】 & 3 , 3 【 株 ル 1 人 名 く 幻 ① 庸 高 安 ま 比 0 ・ 、 0 、 、 杞 4 ー 知 0 ー 響 「 2 ア リ ン ツ ・ バ ン ク 3 0. の 14S4 1 【 指 標 等 】 く 43 〉 楽 天 証 券 2 ( 0 高 安 日 ・ ROE 11. 予 1 & デ ョ ン グ ・ ジ ョ ー ル ダ ン ・ ロ 2 Ⅱ 儷 8 ロ ROA 予 7. ー ベ ル ト ー 7 調 株 益 一 円 長 尾 義 人 石 0 1 最 純 益 ( 3 ) ー く 外 国 > よ く 浮 動 株 月 & 7 、 戸 年 0 、 ( 0 年 満 、 0 、 ) 0 0 チ ・ ・ 予 ・ ・ く 投 信 〉 凹 、 聳 定 株 〉 74 ・"
2705.T,大戸屋ホールディングス,小売業,theme_bodyleft,"& 3 63 ー 7 77 1 【 株 式 】 & 4 ー 2 △ 内 2 19. 幻 . 8 東 S 0 ト 2 料 7 ー 飛 【 株 1 均 珥 (N)9 名 閉 コ 〉 庸 第 ] コ ロ ワ イ ド 3 ・ , 舞 塰 舞 災 6 一 生 3 〉 日 業 員 持 株 会 4 7 Ⅱ 己 資 本 2 暮 嗄 事 4 05 ー 3 判 期 【 指 標 等 】 く 〉 ン ト M ・ ILMFE 2 側 3 物 「 1 BNY メ ロ M ク ラ イ ア : . 四 BNYM ・ BNYGCM ク ラ イ ア 値 な 「 本 比 44 脇 プ ル ド ッ ク ソ ー ス 3 ( ) 高 安 師 呂 ROE 予 ・ 日 本 ハ ム 2 51 ROA 1 ム 予 12 モ ル ガ ン ・ ス タ ン レ ー MUF 49 加 1 調 株 益 一 円 G 証 券 1 ( 02 ) 51 81 韻 益 ( .3 ) 1 0 く 外 国 > 15 第 く 浮 動 株 〉 恥 . 戸 年 、 、 ( 0 年 、 ) ー ・ 【 寝 、 人 十 物"
3123.T,サイボー,繊維製品,theme_bodyleft,"ー 7 37 例 . 4 21.1 6 ト 細 : 1 .6 幻 8 ー 儀 0 【 株 式 】 & ロ , 飛 【 株 14 名 く 幻 コ 〉 庸 1 北 ー 4 43 , 5 認 埼 り そ 銀 行 4. Ⅱ 己 資 本 173 む さ し 本 比 安 藤 ハ ザ マ 圏 1 , 船 2 ・ 社 ( 自 己 株 「 1 ) 52 圏 幻 9 引 響 「 , 87 テ ル サ イ ボ ー 圏 高 安 日 ・ 2 58 引 8 5 511 印 . .7 ・ 、 年 5 年 満 1 ・ ) 【 指 標 等 】 く 4 ・ 3 〉 損 害 保 険 ジ ャ パ ン ( 2 の ROE 5 予 45 ー く 国 > ー く - 勳 橆 調 ー 株 益 71. 【 、 員 ~ 塚 、 韻 益 ( 幻 .3 ) 射 5 設 備 予 、 飯 塚 い 0 予 い 祐 ' 第 0 ゾ 、 日 醫 査"
2004.T,昭和産業,食料品,theme_bodyleft,"ー 5 & 4 ー 7 6 f0-9 . 4 17.1 東 P 4 2 料 分 1 → 1.1 19 , ー 生 3 〉 而 千 葉 銀 行 154 4 2 , ー - 、 彗 物 産 154 4 高 安 一 4 【 指 標 等 】 く 4 ・ 3 〉 み す ほ 信 信 託 ロ ( み ず ほ 51 最 高 ( 田 .3 ) 加 , 7 戸 年 、 ( 0 年 満 、 ) に 1 澵 ・ 彦 供 蹶 越"
2009.T,鳥越製粉,食料品,theme_bodyleft,. 1 28 第 : 0 高 値 7 0 1 1 阜 44 Ⅱ 己 資 本 二 UFJ 114 4.4 安 ま 比 、 広 戞 銀 行 認 2 缶 : ・ 険 シ ャ パ ン 幻 1 【 指 標 等 】 く ー わ 三 井 住 友 信 託 囲 ー ( 幻 ) ー 7 高 安 師 呂 ・ ROE 一 号 ぐ く ヤ 糾 ー : 勳 橆 身 2 71 6 1 調 ー 株 益 戸 年 、 、 ( 0 年 満 、 ) 0 を 00
2769.T,ヴィレッジヴァンガードコーポレーション,小売業,theme_bodyleft,"0.6 → ー .5 ー 7 7 1 【 株 式 】 & △ 1 る .3 1 よ 1 .1 1 1 7 , ー 【 株 け 鄰 , 4 名 く な Ⅱ 〉 庸 物 地 敏 18 幻 0 側 ) 1 ー 生 , 、 マ , ノ レ ク ス い Ⅱ 己 資 本 6 , 行 5 ー ズ 7 ( 0. の 本 比 BNY ロ ン GCM ク ラ イ ア 2 , ン M ・ ILMFE 5 ( の Ⅱ ー 国 一 響 「 10 3 G 証 券 2 モ ル ガ ン ・ ス タ ン レ ー MUF 5 ( 0 ー ー 翊 1 【 指 標 等 】 く 5 〉 JP モ ル ガ 、 高 安 師 呂 ROE 旧 ー ト 目 社 業 な 会 2 ー 1 1030 1 ROA 脇 予 △ 2 DFA シ ャ ′ ー ズ ス モ ー ル カ 1 例 6 調 株 益 一 円 ン パ ニ ー シ リ ー ズ 3 ( 0.4 ) 最 純 益 ( 10.5 ) 1 , BNYM ・ BNYGCM ク ラ イ ア 戸 年 、 ( 0 年 前 、 ) 0 0 チ ー 予 ・ ・ ン ト M ・ LSCBRD 3 ( 3 ) ・ く 紗 国 > よ : 暈 ) 45 、"
2991.T,ランドネット,不動産業,theme_bodyleft,"ー 5 21. ー 諸 カ OA) ー → 7 2 ト ー 7 16 2 Ⅱ 己 資 本 7 , フ ァ ー ス ト ヴ ィ レ ッ ジ 1 ~ ー 幻 , 員 新 太 16 1 1 【 株 式 】 & 5 , 【 株 4.1> 庸 701 社 業 員 持 株 会 肥 幻 1 亠 物 「 1 楽 天 証 券 1 肥 8 3 【 指 標 等 】 く わ / ム こ ノ ミ ニ ー ズ ・ オ ム コ 以 マ ー 高 安 日 ・ 8 ー 刈 1 2 国 人 ・ 2 国 ・ 、 年 5 年 前 一 ) ROE 14 ー 予 1 ー ジ 多 キ ャ ッ シ 、 6 一 ROA 予 & S B 一 証 券 5 9 調 株 益 1 く 円 〉 圏 ー << 勳 に 5"
2281.T,プリマハム,食料品,theme_bodyleft,15. ー 5 (OA) ー 諸 ⅱ Ⅱ カ 1 & 1 5-- 東 P 高 恠 0 ー 7 値 8 Ⅱ 己 資 本 119 3 学 男 ハ ノ Ⅳ ′ 74 ( 8 亠 ー 響 「 145 日 本 生 命 保 険 盟 1 幻 2 ー 4 【 指 標 等 】 く 4 ・ 3 〉 JP モ ル ガ ン ・ チ ェ ー ス ・ バ 高 安 呂 ・ ROE 一 予 & 鵯 ン ク 781 第 0 2 幻 1 調 整 ー 株 益 幻 70 274 ・ 、 年 、 0 、 年 0 0 ト ・ 第 葉 尚 ? 日 中
1515.T,日鉄鉱業,鉱業,theme_bodyleft,"80.1 8 れ 4 9 れ 1 東 P 4.5 ー 7 4 3 【 株 式 】 & ー 7 例 【 株 ) 月 , 名 く 幻 コ 〉 庸 1 阪 日 本 製 鉄 幻 7 惑 ( 9 ) 恥 ー 4 【 指 標 等 】 く 4 ・ 3 〉 自 社 持 株 会 31 ー 響 「 ー 3 日 本 カ ス ト デ ィ ( 託 」 島 安 ま 比 事 00 - -. 0 銀 行 一 ( 多 0 ) よ 5 → い Ⅱ 己 資 本 140 , ー み ず ほ 銀 高 安 呂 ・ ROE 4 ー DFA1n ロ ス モ ー ル キ ッ 1 ROA 2 バ リ P ~ ー の 2 51 恥 石 141 調 ー 株 益"
3597.T,自重堂,繊維製品,theme_wide,"例 → ー 例 → ー 骼 → ー 24 ー 2. 2 . 2 例 → ー 8 . 8 24 3 ロ 18 【 株 式 】 俐 【 株 ド ー 名 く な 貶 出 正 マ サ ノ ブ ・ イ ン ベ ス ト メ 務 ) く 2 〉 市 キ ャ ピ タ 資 本 訂 , 7 恥 広 島 銀 行 , 4 出 ホ ー ル デ ィ ン グ ス き 比 事 こ U 暑 銀 1 ⅱ , ー ュ 工 ル プ イ ー 0 0 オ カ ム ラ ー 【 指 標 等 】 > 野 日 市 「 ROE 出 正 信 ROA ー く 外 〉 く 瀞 7 5"
2747.T,北雄ラッキー,小売業,theme_bodyleft,"33 ー 7 【 株 式 】 & 23 【 株 4.5 2.9 名 く 幻 2 〉 庸 0211 10. 8 2 料 (OA) 1 阪 櫞 ↑ 興 く 侃 北 6 4.9 Ⅱ 己 資 本 5 , 例 4 ま る せ ん 商 3 3 【 指 標 等 】 く 耙 生 2 〉 国 グ リ ー ン ス タ ン プ 2 ( ー 5 ) 1 ノ ー ス パ シ フ ィ ッ ク 2 2 ー 島 安 ま 比 0000 銀 行 2 3 冊 1 調 株 益 31 3110 0. 最 純 益 ( 昭 .2 ) 1 戸 年 、 ( 0 年 満 00 ) 00 驛 摯 1 灘 ( 優 ! リ に"
3280.T,エストラスト,不動産業,theme_bodyleft,"14. 14. 東 S ー 7 値 6 幟 0 【 株 式 】 & 【 株 ド 1 , 加 7 名 く 幻 の 庸 第 側 カ 側 1 1 匯 ] 西 部 ガ ス Ⅱ LD 314 引 ( 7 り 本 比 日 本 マ ス タ イ 氈 ロ 10 1 ・ 7 山 口 銀 行 9 一 ー 4 2 ロ 6 幻 1 【 指 標 等 】 く 4 ・ 2 〉 、 プ ロ バ テ 8 ( ロ ) 高 安 日 ・ 2 71 6 認 石 4 1 7 700 ・ 、 年 双 5 年 満 1 調 株 益 韻 益 ( 円 2 ) 1 【 役 員 藤 田 尚 久 ( 本 牆 吸 艸 韶"
3140.T,ＢＲＵＮＯ,卸売業,theme_bodyleft,"6 15. 17. 17 ・ 0 → 44 カ 024 川 ) ー 7 0 4.5 f0-6 東 G 高 10 6 2 1 10 4 1 匯 : 詩 [ 衄 ] RIZAP4 ル ー プ 行 2 5 ム 5 15 ー 1 1 ー 生 3 〉 1 楽 天 証 Ⅱ 己 資 本 5 , 4 JP モ ル ガ ン 券 7 安 ま 比 00 、 」 、 ' 、 0 。 、 世 、 、 キ 、 20 響 「 45 マ ネ , ク ス 証 券 4 0 コ 9 1 【 指 標 等 】 4 〉 モ ル ガ ン ・ ス タ ン レ ー MUF 高 安 日 ・ ROE 1 幻 い を △ & G 証 券 2 1 ROA 7 ー - ト 1. GMO ク リ ッ ク 3 2 Ⅲ 1030 21 調 ー 株 益 一 円 く 国 > 脇 く 10 最 純 益 ( 幻 .6 ) く 信 〉 礪 ・ 定 戸 年 、 ( 0 年 前 、 ) 、 0 チ .."
2193.T,クックパッド,サービス業,theme_bodyleft,"ー 7 44 13. 1 事 11 東 S 2 舸 → ( 田 D 10 , 7 ( 1 一 急 1 1 191 151 1 2 18 高 統 安 日 ・ △ .3 北 い く 投 信 〉 ・ ・ ロ 疑 株 感 韻 益 引 2 ) 4 , く 外 国 > & く 浮 動 株 〉 ・ 70 0 一 円 平 尾 丈 調 株 益 ROA △ 15 - 脇 PRDISGFEAC れ ROE ー BNY ・ GCM ク ラ イ ア ン 【 指 標 等 】 く 0 ー 幻 S B 一 証 券 石 ( の 物 「 3 挈 ア ン ト 1 平 引 5 , ク レ デ ィ ・ ス イ ス 脩 港 ) ト ラ ス ト ・ 本 比 日 本 カ ス ト デ ィ ( 1 1 ( ) Ⅱ 己 資 本 14 , 5 メ ロ ン 14 一 1 ( 1.4 ) 02 生 3 〉 日 マ ス タ ー 日 52 0 4 応 4 3 、 0 0 000 0 尸 当 【 株 式 】 & 107 4 四 飛 【 株 け : 明 7 幻 く な 肥 〉 庸"
2816.T,ダイショー,食料品,theme_wide,【 株 式 】 9 俐 【 株 ド 冖 行 名 コ . 5 ・ 4 8. 5 8. 5 24 ー 例 → ー 【 指 標 等 】 0 〉 銀 行 龕 安 統 日 ・ ROE ー 、 - ひ か る 7 24 3 147 ① 胼 ー ROA く 外 〉 く 瀞 14 3 ー 0
2736.T,フェスタリアホールディングス,小売業,theme_bodyleft,"ー 7 03 ~ 、 ( 。 鞴 。 柵 い 嬲 算 み 出 韻 益 ( 8 ) 9 訂 1481 高 安 日 ・ ROE 4 を & 義 石 正 1 16 14 1 【 指 標 等 】 く 8 〉 s B 一 証 券 15 叫 8 ー 響 「 1 自 社 ( 自 は 「 J) 2 9 、 囲 2 興 4 興 3 9 本 比 事 貢 松 佑 哉 Ⅱ 己 資 本 1 4 テ ィ ジ ャ ス デ ッ ク 4 ( よ の 7 , 7 Y メ 凵 ン A / ン ト リ ー 5 4 ロ Ⅱ 5 幻 ー 圧 9 【 株 式 】 & 1 , 【 株 ド - 7 名 く 幻 2 〉 庸"
1382.T,ホーブ,水産・農林業,theme_bodyleft,△ 11B 此 1 ー 5 25 第 → ー 7 f.6 5.0 冊 7 【 株 式 】 & 0 1 7 【 株 主 ル 一 名 く な 肥 〉 高 橋 和 14 ・ 1 → ー 2 記 資 本 評 品 16 20 16 ム 0 ~ 7 8 G 証 券 8 ( い ) 2 1 01 4 【 指 標 等 】 く 6 〉 み す ほ 証 券 8 ( い ) 高 安 日 ・ ROE 14 ー を & BNY ・ GCM ク ラ イ ア ン ト 」 2 ROA - PRD ・ AC•ISG 7 ( ー ) 調 株 益 例 21 戸 年 、 ( 0 年 満 、 ) 0 チ .. 1 高 橋 巖
