ticker,company_name,sector,best_variant,theme_text_regenerated
2136.T,ヒップ,サービス業,theme_bodyleft,"ー 7 匠 (bl 2 舸 → . 4 → ロ . 4 → ー 値 3 Ⅱ 己 資 本 3 0 lllll ・ 津 3 ・ 阜 、 員 持 株 会 訂 9 コ ス ト ラ ン ニ ン グ 例 ー ま 3 く 肥 生 3 > 而 自 社 茎 中 書 武 儕 ー 3 い 1 【 株 式 】 & 石 【 株 1 2 , 名 く 幻 ① 庸 高 値 安 ま 比 00 、 0 、 6 ー 5 5 ー 3 測 物 「 皆 己 椥 〔 D 4 朝 15M 3 1 【 指 標 等 】 く 肥 紹 〉 神 奈 川 銀 行 4 ( い ) 2 1514 1 2 1 調 株 益 1076 1 最 純 益 0 & 3 ) 4 円 戸 年 、 ( 0 年 、 ) チ ・ ・ 1"
2930.T,北の達人コーポレーション,化学,theme_bodyleft,". 4 17.11 東 P れ 9 ー → ー → ー → 42 ー 3 幟 0 2 幻 1 1 高 安 日 ・ 2 2 ー 1 1 1 ー 7 【 役 員 よ 寿 . 川 最 純 益 ( .2 ) 132 く 信 〉 1.4 第 ・ 定 調 株 益 ROA 115 ー 予 12 PRDISGFEAC 43 ( ) ROE ー 脇 刊 BNY ・ GCMY ラ イ ア ン ト 【 指 標 等 】 く 4 ・ 2 〉 野 村 証 券 ( 0.3) Ⅱ 己 資 本 6 , 自 社 ( 自 己 株 「 1 ) 1 明 ロ 一 生 わ バ ン ク ・ オ ・ ニ ー ヨ ー ク 【 株 式 】 & 14 肥 【 株 主 , 1 名 閉 2 〉 庸"
3691.T,デジタルプラス,情報・通信業,theme_bodyleft,".7 ム 8.4 ー 7 △ f.9 21.11 幻 ・ 4 2 三 都 励 ( 5 三 都 8 カ ( 5 個 D 高 安 4 興 ー IOG 気 3 4 引 0 高 安 日 ・ 614 5 6 ロ 5 ー 5 自 物 、 ) 【 株 式 】 & 邸 【 株 ド 1 2249 名 く 幻 コ 〉 庸 ィ , Ⅷ 。 。 ( 2.4 ) 1 5 マ ク ビ ー プ ラ ネ ッ ト IO. 0 Ⅱ 己 資 本 4 楽 天 証 券 10 圏 物 「 、 ア カ ウ ン ト 6 ( 7 ) ROE & 予 & 脇 ド ROA △ 17. - S B 一 証 券 5 一 5 一 議 調 株 益 一 円 お 当 響 繦 に t) 物 池 誠 新 千"
3758.T,アエリア,情報・通信業,theme_bodyleft,"IG .5 ー 7 17. 17.1 17.1 17.11 東 S △ 15.0 4 6 3 仕 5 高 安 日 ・ 2 3 既 ー よ 31 4 3 石 4 ・ 、 年 双 5 年 満 9 Ⅱ 己 資 本 9342 タ ス カ ン キ ャ ビ タ ル LI ℃ ム 1 ー 側 山 下 博 13 響 「 5 , 7 Y メ ン A ノ ン ト リ ー テ 断 1 【 指 標 等 】 く 肥 〉 イ ジ ャ ス デ ッ ク 幻 ー ① ROE 5 な 自 社 グ ル ー プ 役 員 持 会 一 円 日 本 証 券 全 融 17 躊 ROA 2 予 1. 調 株 益 韻 益 ( 肥 ) 2 絽 く 外 国 > 、 く 浮 動 株 〉 ・ ・ 、 導 Z ト 林"
3422.T,Ｊ－ＭＡＸ,金属製品,theme_wide,24 ー △ 11 【 株 式 】 27 俐 【 株 ド ー 名 く ① 川 喜 章 い 務 ) く 2 3 〉 市 ホ - ン グ ー 【 指 標 等 】 〉 朝 イ マ ガ リ 7 4 材 0 ィ 7 。 U 銀 行 龕 安 統 日 ・ ROE 脇 ト 大 川 共 立 銀 行 24 3 4 ROA △ ト 脇 く 外 〉 ー く 瀞
3556.T,リネットジャパングループ,小売業,theme_bodyleft,"ー 5 調 .3 高 安 幻 . 1 4 17. 7 行 ( 9 37 師 73 ー お ・ 、 ( 5 年 満 1 、 ) 4 幻 11 1 2 4 4 高 安 日 ・ 1 7 ー 7 1 阪 田 式 【 株 式 】 & 以 2 飛 【 株 △ 、 8 4 名 く コ 〉 庸 1 Ⅱ .2 生 3 〉 合 同 会 社 TK コ ー ポ レ ー シ Ⅱ 己 資 本 2 藤 田 英 明 幻 春 美 9 商 2 響 「 8 , マ ネ , ク ス 証 券 16 ロ 【 指 標 等 】 く の 京 資 ROE 予 △ 92 北 夫 調 株 益 韻 益 ( の 柵 ・ 。 ” 志 田"
2315.T,ＣＡＩＣＡ ＤＩＧＩＴＡＬ,情報・通信業,theme_bodyleft,"ー 7 7.6 △ 1 お △ 79 幻 . 1 東 S 三 四 カ 81 3 Ⅱ 31 1 1 【 株 式 】 & ー , 飛 【 株 主 1 物 幻 川 0 名 閉 .4 〉 庸 1 [ フ ィ ス コ ム 0 14* ー 2 シ ム 一 > 睾 資 Ⅱ 己 資 本 2 , 0 岸 間 本 比 7 毬 ー 松 井 証 券 儕 9 4 2 ー 1 幻 0.9 05 高 統 安 日 ・ ・ 、 年 、 ( 5 年 満 1 ・ ) ー マ ネ ッ ク ス 証 券 4 物 1 粤 呂 0 コ 【 指 標 等 】 く IO 〉 野 浩 石 ( 3 ) ROE ・ 1 幻 く 円 > 2 儷 : 勳 橆 、 調 株 益 韻 益 ( 073 1 , 3 【 役 員 ” 木 純 第 口 健"
3446.T,ジェイテックコーポレーション,金属製品,theme_bodyleft,"ー 5 18. 4 ー 励 1 躡 東 P 高 ー 7 7 査 5 Ⅷ 1 1 川 0 高 安 日 ・ 2 1 1 21N 1 11 ・ 、 年 双 5 年 満 住 幻 ) 値 6 柵 膃 く 投 信 〉 聳 疑 株 〉 韻 益 ( な 6 ) く 外 国 > よ く 浮 動 株 〉 間 一 円 lnt ・ IEC 4 ( 0.7 ) 調 株 益 ROA 予 1 凵 ー JP ・ JPMSE( ル ク ス ) ノ ム ラ ROE 1 脇 刊 & ハ ド ・ ク ラ イ ア ン ト 4 ( 0 惑 ) 【 指 標 等 】 く 〉 UBSu ン ド ン IPB セ グ リ ゲ イ テ ッ 物 「 黠 内 山 孝 教 Ⅱ 己 資 本 2 , 四 一 BNY メ ロ ン ( ℃ M ク ラ イ ア 1 ー 生 3 > 而 S B 一 証 券 16 2 1 匯 津 村 【 株 式 】 & 5 , 8 飛 【 株 ド 向 1 名 く な 肥 〉 庸"
2429.T,ワールドホールディングス,サービス業,theme_wide,"【 株 式 】 7 例 俐 【 株 ド ー G3 名 く な 貶 5 ・ 一 日 本 マ ス 日 一 ー ー 務 ) く 2 〉 市 北 九 州 行 7 東 24 ー .8 例 → → 島 安 5 0 24 3 ~ ー (d),964 BNP'< リ '<(Lux)J.Fl 本 , 'JF. UCITS 材 き 比 事 日 本 カ ス ト デ ィ 龜 ー ー ー 安 部 南 梺 第 4 井 川 栄 ⅱ ィ 3 日 本 シ テ ィ r 【 指 標 等 】 く ー わ こ 菱 UFJ 銀 行 ROE ー 一 モ ル ガ ン ・ ス タ ン レ ー ROA 2 Gå"
2962.T,テクニスコ,金属製品,theme_bodyleft,"ー 5 ー 7 91 2 ー 高 安 日 ・ 7 1 引 高 安 東 s 料 2 ROA 27 い ト 関 慶 ・ 郎 ROE & 脇 & 8 【 指 標 等 】 く 6 〉 野 村 信 託 銀 行 信 龜 ョ 27 8 ( 0 ) 19 ( 0 ) Ⅱ 己 資 本 5 例 4 6 ま 9 一 生 3 > 関 き 1 引 合 会 社 XE ホ ー ル デ ィ ン 【 株 式 】 & 93 【 株 丿 3 , 7 名 く な 肥 〉 6 幻 5 訂 161 調 ー 株 益 8 0 引 5 国 人 ⅸ 益 ( 6 ) 2 -% 呂 Ⅱ 8 0 価 1 く 0 . 、 ・ 定 72 、"
3900.T,クラウドワークス,情報・通信業,theme_bodyleft,"ー 7 & 4 公 2 側 カ 0 川 ) 加 → 1 い 1 1 1 高 安 2 料 6 0 石 メ ル コ Ⅱ LD 本 比 引 ・ 自 社 従 業 員 持 株 会 7 1 阪 OKURACN 【 株 式 】 & 2 , 【 株 1 名 く 幻 コ 〉 庸 - 「 1 彊 大 躡 ー 3 【 指 標 等 】 く 4 ・ 3 〉 一 ) 日 ド 銀 行 4 ( ー 1 最 純 益 ( .3 ) 1 , 船 3 1 調 ー 株 益 27. 2 45 312 1 ROA 1 ー 刊 ー 高 安 呂 ・ ROE 予 2 く 円 > : 勳 橆 :"
3697.T,ＳＨＩＦＴ,情報・通信業,theme_bodyleft,"ー 7 .7 行 2 幻 . 1 幻 .11 な 1 東 P 【 株 式 】 & 【 株 主 1 物 ・ ・ 名 く 幻 1 , Ⅱ 己 資 本 31 , 7 日 本 カ ス ト プ れ 1 1 2 1 , 781 阜 ・ 一 生 わ C ・ ク ラ イ ア ン ト ・ オ ム = バ 一 日 本 マ ス タ ー 第 7 1 皿 ] 母 下 4 託 日 174 73 【 指 標 等 】 く 8 〉 日 マ ス タ ー ト ラ ス ト ー ′ 幻 4 2 響 「 : ? ス 一 晉 ス ト リ ー ト ・ バ ン ク & 高 安 比 0 、 云 ー 、 ・ = 、 0 ー ← ・ , 00 、 高 師 安 日 ・ ・ ROE 2. 予 E ) 76 2 2 7 ・ 41 ROA 12 石 ー 予 1 & 小 元 也 15 0 い 調 ー 株 益 44. JP モ ル ガ ン ・ チ ェ ー ス ・ バ 1 韻 益 ( 幻 ) 6 5 ン ク 7 制 14 ( 03 戸 年 自 物 ) 00 チ ・ ・ 国 メ ・ ・ 、 : 勳 ・ 1 , 7 チ ・ ・ 第 吽 命 保 険 14 ( 0 ① ス 物 、"
3137.T,ファンデリー,小売業,theme_bodyleft,"ー 7 住 6 【 株 式 】 & 70 飛 【 株 ド 料 .9 9 名 く コ 〉 庸 14. 東 G 2 料 2 三 和 」 ( 4 り 舸 → ( 7 D 1 匯 既 阿 部 ハ i 4 例 6 ム 5 く 自 社 ( 自 d 口 ) 割 4 , 6 四 阿 部 ふ よ う 12 9 Ⅱ 己 資 本 ・ 楽 大 証 券 9 4 高 安 比 、 000 美 7 ( ) NSL ・ DTT ク ラ イ ア ン ト ・ 5 4 24 響 「 3 , s B 一 証 券 △ 9 ア カ ウ ン ト 3 27 い 【 指 標 等 】 く 耙 生 3 〉 槇 田 屯 大 高 師 安 日 ・ 2 4 例 37 ・ 、 年 1 、 ( 5 年 満 I.4S) ROE 17. 予 部 美 子 最 純 益 ( 円 3 1"
